"ASV","Contaminant","Phylum","Class","Order","Family","Genus","Species"
"ASV_2314",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2315",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2316",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2317",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2319",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Marixanthomonas","Marixanthomonas sp. SCSIO 43207"
"ASV_2321",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2322",FALSE,"Ascomycota","Sordariomycetes","Amphisphaeriales","Apiosporaceae","Apiospora","Apiospora arundinis"
"ASV_2323",FALSE,"Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinidium","Phellinidium ferrugineofuscum"
"ASV_2324",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2325",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2326",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2327",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2328",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2329",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium marginilacus"
"ASV_2330",FALSE,"Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum salicis"
"ASV_2331",FALSE,"Discosea","","Himatismenida","Cochliopodiidae","Cochliopodium","Cochliopodium larifeili"
"ASV_2338",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita sublithincola"
"ASV_2339",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia affinis"
"ASV_2341",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2342",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2343",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2344",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2345",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2346",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2347",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2348",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2349",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2350",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2351",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2352",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2353",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2355",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2357",FALSE,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","Carnobacterium divergens"
"ASV_2359",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2360",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2361",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2362",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2363",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2364",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2365",FALSE,"Arthropoda","Collembola","Entomobryomorpha","Entomobryidae","Dicranocentrus","Dicranocentrus pallidus"
"ASV_2366",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Orbiocrella","Orbiocrella petchii"
"ASV_2368",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2370",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2372",FALSE,"Arthropoda","Insecta","Hymenoptera","Formicidae","Tatuidris","Tatuidris tatusia"
"ASV_2373",FALSE,"Evosea","Eumycetozoa","Physariida","Didymiaceae","Didymium","Didymium difforme"
"ASV_2374",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix","Gliomastix murorum"
"ASV_2378",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium gamtoosense"
"ASV_2379",FALSE,"Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter lusitanus"
"ASV_2380",FALSE,"Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium","Arthrocladium fulminans"
"ASV_2381",FALSE,"Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Neopestalotiopsis","Neopestalotiopsis cubana"
"ASV_2384",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2385",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita ciconiae"
"ASV_2392",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2393",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2394",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2395",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2396",FALSE,"Arthropoda","Insecta","Diptera","Limoniidae","Symplecta","Symplecta stictica"
"ASV_2397",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2398",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2399",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2400",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2403",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2404",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2405",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2406",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2407",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2409",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2410",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2411",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2412",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2413",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2414",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2415",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2416",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2417",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2418",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2419",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2420",FALSE,"Arthropoda","Collembola","Poduromorpha","Hypogastruridae","Xenylla","Xenylla boerneri"
"ASV_2421",FALSE,"Arthropoda","Arachnida","Trombidiformes","Tydeidae","","Tydeidae sp. BOLD:ADE3204"
"ASV_2423",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2424",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2425",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2426",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2427",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2428",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2429",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2430",FALSE,"Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","Cystobasidium","Cystobasidium sp."
"ASV_2431",FALSE,"Chordata","Actinopteri","Blenniiformes","Tripterygiidae","Forsterygion","Forsterygion flavonigrum"
"ASV_2433",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium sp. KACC 22758"
"ASV_2436",FALSE,"Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces funiculosus"
"ASV_2438",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","Myroides odoratimimus"
"ASV_2439",FALSE,"Arthropoda","Arachnida","Sarcoptiformes","Acaridae","","Acaridae sp. BIOUG30847-B02"
"ASV_2440",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Aequorivita","Aequorivita sp. F7"
"ASV_2442",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2443",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2444",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2445",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2446",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2447",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2448",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2450",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2451",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2452",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2453",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2454",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2455",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2456",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2458",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2459",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2460",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2461",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2462",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2463",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2464",FALSE,"Oomycota","","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora x stagnum"
"ASV_2466",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2467",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2468",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2469",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2470",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2471",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2472",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2473",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2474",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2475",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2476",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2477",FALSE,"Chordata","Actinopteri","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki"
"ASV_2479",FALSE,"Ascomycota","Sordariomycetes","Amphisphaeriales","Sporocadaceae","Neopestalotiopsis","Neopestalotiopsis cubana"
"ASV_2483",FALSE,"Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Sydowia","Sydowia polyspora"
"ASV_2485",FALSE,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium delphinoides"
"ASV_2486",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2487",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2488",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2489",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2490",FALSE,"Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus micaceus"
"ASV_2491",FALSE,"Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Edenia","Edenia gomezpompae"
"ASV_2492",FALSE,"Nematoda","Chromadorea","Rhabditida","Diplogasteridae","Micoletzkya","Micoletzkya palliati"
"ASV_2494",FALSE,"Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Euura","Euura tenuiserra"
"ASV_2496",FALSE,"Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora zelkovae"
"ASV_2498",FALSE,"Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","","Sphingobacteriaceae bacterium GW460-11-11-14-LB5"
"ASV_2500",FALSE,"Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter foliorum"
"ASV_2503",FALSE,"Discosea","Flabellinia","","Vannellidae","Vannella","Vannella sp."
"ASV_2504",FALSE,"Bacteroidota","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zhouia","Zhouia spongiae"
"ASV_2506",FALSE,"Chordata","Aves","Psittaciformes","Psittacidae","Cyanoramphus","Cyanoramphus novaezelandiae"
"ASV_2507",FALSE,"Apicomplexa","Conoidasida","Eucoccidiorida","Eimeriidae","Goussia","Goussia bayae"
"ASV_2508",FALSE,"Arthropoda","Collembola","Poduromorpha","Hypogastruridae","Hypogastrura","Hypogastrura ghirkani"
"ASV_2509",FALSE,"Chordata","Aves","Sphenisciformes","Spheniscidae","Eudyptula","Eudyptula minor"
"ASV_2511",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2512",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2513",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2514",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2515",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2516",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2517",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2518",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2519",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2520",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2521",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2522",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2523",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2524",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2525",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2526",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2527",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2529",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2530",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
"ASV_2531",FALSE,"Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Nitrobacteraceae","Bradyrhizobium","Bradyrhizobium sp. Ash2021"
